"HDR","FEC","8.3","Vocus PAC Management","8.02.5862","","0",""
"F3XN","C00053553","National Rifle Association of America Political Victory Fund","","11250 Waples Mill Road","","Fairfax","VA","22030","M10","","","","20200901","20200930","X","Owens","G","","Robert","","20201020","13039666.31","1368954.53","14408620.84","5892984.94","8515635.90","0.00","0.00","464803.58","904150.87","1368954.45","0.00","0.00","1368954.45","0.00","0.00","0.00","0.00","0.00","0.08","0.00","0.00","0.00","1368954.53","1368954.53","0.00","0.00","19249.70","19249.70","0.00","3375900.00","2242030.64","0.00","0.00","0.00","1250.00","0.00","0.00","1250.00","254554.60","0.00","0.00","0.00","0.00","5892984.94","5892984.94","1368954.45","1250.00","1367704.45","19249.70","0.00","19249.70","11205259.31","2020","9448806.87","20654066.18","12138430.28","8515635.90","1959782.56","7484444.14","9444226.70","0.00","0.00","9444226.70","0.00","0.00","0.00","0.00","4450.00","130.17","0.00","0.00","0.00","9448806.87","9448806.87","0.00","0.00","96479.11","96479.11","0.00","8260100.00","3424197.08","0.00","0.00","0.00","1430.00","0.00","0.00","1430.00","356224.09","0.00","0.00","0.00","0.00","12138430.28","12138430.28","9444226.70","1430.00","9442796.70","96479.11","0.00","96479.11"
"SA11ai","C00053553","83043659","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200902","1.00","634.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043660","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200908","40.00","746.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043661","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200922","50.00","1281.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043662","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200908","25.00","771.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043663","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200901","20.00","478.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043664","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200908","20.00","791.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043665","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200908","20.00","811.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043666","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200901","30.00","508.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043667","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200908","35.00","846.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043668","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200915","27.00","1020.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043669","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200908","25.00","871.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043670","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200929","25.00","1426.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043671","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200915","30.00","1050.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043672","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200914","5.00","972.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043673","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200901","10.00","518.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","83043674","","","IND","","ANONYMOUS","ANONYMOUS","","","","N/A","","N/A","VA","99999","","","20200902","1.00","635.00","","","INFO REQUESTED","","","","","","","","","","","","","","","","","","","",""
