"HDR","FEC","6.4","Vocus PAC Management","8.00.2398","FEC-710970","1",""
"F3XA","C00053553","National Rifle Association of America Political Victory Fund","","11250 Waples Mill Road","","Fairfax","VA","22030","MYE","","","","20101123","20101231","X","Adkins","Mary Rose","","","","20110218","4792576.97","77223.80","4869800.77","1740285.05","3129515.72","0.00","147823.76","16539.45","60569.32","77108.77","0.00","0.00","77108.77","0.00","0.00","0.00","0.00","0.00","115.03","0.00","0.00","0.00","77223.80","77223.80","0.00","0.00","18310.98","18310.98","0.00","88850.00","1078560.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","554564.04","0.00","0.00","0.00","0.00","1740285.05","1740285.05","77108.77","0.00","77108.77","18310.98","0.00","18310.98","8398686.32","2010","6405720.39","14804406.71","11674890.99","3129515.72","469792.37","5912164.00","6381956.37","0.00","0.00","6381956.37","0.00","0.00","0.00","1265.85","1100.00","21398.17","0.00","0.00","0.00","6405720.39","6405720.39","0.00","0.00","313635.75","313635.75","0.00","1052100.00","6676928.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3632226.88","0.00","0.00","0.00","0.00","11674890.99","11674890.99","6381956.37","0.00","6381956.37","313635.75","1265.85","312369.90"
"SA17","C00053553","37921453","","","ORG","Bank of the West","","","","","","224 Box Butte Avenue","","Alliance","NE","69301","","","20101130","0.65","7.43","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","37921455","","","ORG","Wachovia Bank","","","","","","10501 Main Street","","Fairfax","VA","22030","","","20101130","0.41","21274.12","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","37921457","","","ORG","BB&T Bank","","","","","","11230 Waples Mill Road","","Fairfax","VA","22030","","","20101130","0.26","2.91","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","38040301","","","ORG","Wachovia Bank","","","","","","10501 Main Street","","Fairfax","VA","22030","","","20101209","112.37","21386.49","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","38424194","","","ORG","Bank of the West","","","","","","224 Box Butte Avenue","","Alliance","NE","69301","","","20101231","0.67","8.10","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","38424406","","","ORG","Wachovia Bank","","","","","","10501 Main Street","","Fairfax","VA","22030","","","20101231","0.40","21386.89","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","38424407","","","ORG","BB&T Bank","","","","","","11230 Waples Mill Road","","Fairfax","VA","22030","","","20101231","0.27","3.18","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA11ai","C00053553","38434250","","","IND","","MILLER","CARL R","","MR","","1092 NAUTICAL LN","","CAROLINA SHORES","NC","284672259","","","20101207","21.00","222.00","15","","IBM","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434263","","","IND","","KRAUS","LARRY","","MR","","PO BOX 914","","SNOWFLAKE","AZ","859370914","","","20101201","25.00","300.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434267","","","IND","","SEITZ","SHELBY L","","MR","","1113 JUDSON ST","","TEXARKANA","TX","755033817","","","20101217","21.00","354.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434268","","","IND","","BEHN","DENNIS E","","MR","","38435 COUNTY ROAD 13","","ELIZABETH","CO","801078902","","","20101206","100.00","380.00","15","","SELF EMPLOYED","SCULPTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434281","","","IND","","KRAUSE","CHARLES W","","MR","JR","42W760 PRAIRIE ST","","SUGAR GROVE","IL","605549403","","","20101223","70.00","374.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434286","","","IND","","COFFIN","WILLIAM H","","MR","III","N96W15418 COUNTY LINE RD","","GERMANTOWN","WI","530225245","","","20101210","21.00","286.00","15","","AMERICAN STATE EQUIPTMENT CO","MECHANIC","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434288","","","IND","","OGATA","M","","MR","","2365 PALOLO AVE","","HONOLULU","HI","968163144","","","20101228","20.00","228.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434290","","","IND","","ROGERS","KENNY","","MR","","4443 SWALLOWTAIL CT","","REDDING","CA","960031981","","","20101213","25.00","379.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434308","","","IND","","SEIBOLT","MICHAEL R","","MR","","808 8TH ST","","FAIRBURY","NE","683522428","","","20101227","21.00","235.00","15","","CITY OF FAIRBURY","CONTROL ROOM OPERATO","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434315","","","IND","","NIXON","M E","","MR","","145 SEVENTH ST","","SALEM","NJ","080791029","","","20101213","21.00","505.00","15","","DUPONT","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434325","","","IND","","CLEVELAND","THOMAS","","MR","","1212 JOSHUA TREE DR","","PLANO","TX","750237329","","","20101221","50.00","231.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434341","","","IND","","BISHOP","WARREN","","MR","","16451 ROUTE 119 HWY NORTH","","ROCHESTER MILLS","PA","157717139","","","20101221","100.00","600.00","15","","DEFENDERS OF INDIANA MALL","SECURITY GUARD","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434348","","","IND","","LERO","BRICKFORD A","","MR","","5905 RENA AVE","","COCOA","FL","329278217","","","20101228","100.00","310.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434362","","","IND","","LEWISKY","JOHN J","","MR","","6202 MEDFORD DR","","HUNTINGTON BEACH","CA","926472421","","","20101230","50.00","416.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434367","","","IND","","BERGMANN","DAN","","MR","","86 PLAIN ST","","EASTHAMPTON","MA","010272548","","","20101214","25.00","206.00","15","","CYALUME TECHNOLOGIES","MACHINE OPERATOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434373","","","IND","","MURPHY","JOHN E","","MR","","8320 LAKEWOOD DR","","RALEIGH","NC","276131107","","","20101209","75.00","225.00","15","","W VA BIOCHEMISTRY DEPT","LAB TECHNICIAN","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434382","","","IND","","COLBERT","SCOTT","","MR","","18303 SETTLEMENT WAY","","SAN ANTONIO","TX","782584488","","","20101209","21.00","249.00","15","","UNIV. HEALTH SYS.","PHYSICIAN ASSISTANT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434399","","","IND","","PAYNE","RONALD","","MR","","16129 MARICOPA LN","","APPLE VALLEY","CA","923077800","","","20101228","21.00","343.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434408","","","IND","","DYE","KENT","","MR","","PO BOX 150369","","FORT WORTH","TX","761080369","","","20101213","100.00","350.00","15","","LOCKHEED MARTIN","INSTRUCTOR MECH","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434412","","","IND","","WILLIAMS","HOWARD","","MR","","PO BOX 846","","RIVERTON","UT","840650846","","","20101222","10.00","212.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434414","","","IND","","PENNINGTON","REX H","","MR","","2309 HIWASSEE DR","","KINGSPORT","TN","376643718","","","20101217","30.00","325.00","15","","EASTMAN CHEMICAL COMPANY","TAX ANALYST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434417","","","IND","","MUNSCH","HARVEY E","","MR","","1215 RITA CIR","","SAN ANGELO","TX","769054201","","","20101217","32.00","513.00","15","","TRACOR INC","ELECT ENGR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434419","","","IND","","DELFAVERO","RICH","","MR","","868 MYRTLE AVE","","ALBANY","NY","122082608","","","20101223","10.00","210.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434420","","","IND","","GENIER","PHILLIP L","","MR","","411 WESTAGE AT THE HBR","","ROCHESTER","NY","146171012","","","20101209","32.00","346.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434421","","","IND","","NITCHER","ELBERT W","","MR","","13430 E 50TH DR","","YUMA","AZ","853676533","","","20101206","100.00","300.00","15","","WESTERN ELECTRIC","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434422","","","IND","","WILCOX","REX","","MR","","500 N EMERSON AVE APT 505","","WENATCHEE","WA","988016638","","","20101222","32.00","470.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434425","","","IND","","HAMMEL","WESTON N","","MR","","10052 STATE ROUTE 503 N","","LEWISBURG","OH","453389713","","","20101216","120.00","310.00","15","","","UNEMPLOYED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434437","","","IND","","ELLIS","DANNY E","","MR","","129 ELLIS DR","","SIGEL","PA","158602811","","","20101213","21.00","282.00","15","","MILLSTONE TOWNSHIP","LABORER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434450","","","IND","","ESKEW","ELDON","","MR","","680 S 20TH AVE","","YUMA","AZ","853642725","","","20101209","100.00","354.00","15","","US NAVY","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434457","","","IND","","THOMPSON","SCOTT A","","MR","","133 W THOMPSON AVE","","SPRINGFIELD","PA","190642110","","","20101213","44.00","210.00","15","","US AIR FORCE","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434467","","","IND","","SKISLOCK","FRANK S","","MR","","309 N LELAND AVE","","WEST COVINA","CA","917901930","","","20101228","10.00","213.00","15","","HL MOE CO INC","PLUMBER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","38434498","","","IND","","WINKLER","NORBERT W","","MR","","860 E STATE ST","","TRAVERSE CITY","MI","496862714","","","20101214","32.00","323.00","15","","TRAVERSE SAW SERVICE","MERCHANT-OWNER","","","","","","","","","","","","","","","","","","","",""
