"HDR","FEC","6.4","Vocus PAC Management","8.00.2070.0048","FEC-508908","1",""
"F3XA","C00053553","National Rifle Association of America Political Victory Fund","","11250 Waples Mill Road","","Fairfax","VA","22030","12G","G2010","20101021","","20101001","20101013","X","Adkins","Mary Rose","","","","20101202","9066774.45","535975.05","9602749.50","2230023.57","7372725.93","0.00","255110.40","50179.26","483334.35","533513.61","0.00","0.00","533513.61","0.00","0.00","0.00","0.00","0.00","2461.44","0.00","0.00","0.00","535975.05","535975.05","0.00","0.00","5616.71","5616.71","0.00","41850.00","732934.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1449622.02","0.00","0.00","0.00","0.00","2230023.57","2230023.57","533513.61","0.00","533513.61","5616.71","0.00","5616.71","8398686.32","2010","6198433.89","14597120.21","7224394.28","7372725.93","430902.47","5744448.92","6175351.39","0.00","0.00","6175351.39","0.00","0.00","0.00","1265.85","1100.00","20716.65","0.00","0.00","0.00","6198433.89","6198433.89","0.00","0.00","130055.40","130055.40","0.00","904100.00","3993865.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2196373.58","0.00","0.00","0.00","0.00","7224394.28","7224394.28","6175351.39","0.00","6175351.39","130055.40","1265.85","128789.55"
"SA17","C00053553","37311058","","","ORG","Wachovia Bank","","","","","","10501 Main Street","","Fairfax","VA","22030","","","20101012","1.28","18248.00","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","37311059","","","ORG","Wachovia Bank","","","","","","10501 Main Street","","Fairfax","VA","22030","","","20101012","2460.16","20708.16","18U","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA11ai","C00053553","37311175","","","IND","","SEITZ","SHELBY L","","MR","","1113 JUDSON ST","","TEXARKANA","TX","755033817","","","20101006","40.00","333.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311180","","","IND","","HOLLEY","PERRY","","","","7548 STILLWELL PL","","SOUTHAVEN","MS","386716020","","","20101005","25.00","368.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311191","","","IND","","KRAUS","LARRY","","MR","","PO BOX 914","","SNOWFLAKE","AZ","859370914","","","20101001","25.00","250.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311203","","","IND","","BROUSSARD","HEDRICK J","","MR","JR","209 S HAZEL ST","","SULPHUR","LA","706637349","","","20101012","40.00","250.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311216","","","IND","","BEHN","DENNIS E","","MR","","38435 COUNTY ROAD 13","","ELIZABETH","CO","801078902","","","20101008","80.00","280.00","15","","SELF EMPLOYED","SCULPTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311225","","","IND","","SCHNEIDER","NORMAN L","","MR","","3633 S COUNTY ROAD 13","","LOVELAND","CO","805378714","","","20101006","100.00","251.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311226","","","IND","","SCHULTZ","HARTMUT P","","MR","","PO BOX 777","","NEW MILFORD","CT","067760777","","","20101007","100.00","235.16","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311233","","","IND","","SMITH","RICHARD","","MR","","460 CHARLOTTE AVE","","LEBANON","OH","450361107","","","20101004","30.00","228.00","15","","LEBANON CITY SCHOOLS","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311253","","","IND","","ANDERSON","PAT C","","","","351618 E 1070 RD","","PRAGUE","OK","748643627","","","20101005","50.00","210.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311289","","","IND","","DUGAL","JAMES S","","DR","","940 TENSAS DR","","OPELOUSAS","LA","705708220","","","20101012","50.00","250.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311304","","","IND","","HALL","CLATTON","","","","7211 PARISVILLE RD","","PORT HOPE","MI","484689768","","","20101001","100.00","379.00","15","","SELF EMPLOYED","FARMER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311332","","","IND","","BINGE","WILLARD","","MR","","1954 S LINK AVE","","SPRINGFIELD","MO","658042505","","","20101004","25.00","283.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311381","","","IND","","WATSON","ORVIS H","H","","","PO BOX 537","","COLUMBIA","LA","714180537","","","20101001","40.00","216.00","15","","LA DOTD","REAL EST SUPERVISOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311399","","","IND","","LANDRUM","ELSTON L","","MR","","1642 BEE BRANCH RD","","QUITMAN","AR","721319650","","","20101001","50.00","350.00","15","","SELF EMPLOYED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311432","","","IND","","BARBER","O W","","","","24388 MACKS CAMP AVE","","WARSAW","MO","653553673","","","20101006","40.00","362.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311438","","","IND","","ZENTLER","JAN M","","MR","","1012 ALMOND AVE","","PATTERSON","CA","953639359","","","20101005","100.00","240.00","15","","LAWRENCE LIVERMORE NATIONAL LABORATORY","ENGINEER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311439","","","IND","","OSTE","MATT","","MR","","1447 PIPER CT","","CONCORD","NC","280259121","","","20101007","30.00","369.00","15","","AGV PRODUCTS","CSM","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311449","","","IND","","COLDIRON","CHRIS","","","","1285 SAINT MARK CT","","LOS ALTOS","CA","940247040","","","20101008","50.00","350.00","15","","UNEMPLOYED","CPA","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311451","","","IND","","SPAHR","LEROY","","MR","","704 GLENMANOR DR","","MIDWEST CITY","OK","731101228","","","20101012","30.00","203.00","15","","TINEKER AFB","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311475","","","IND","","ROGERS","KENNY","","MR","","4443 SWALLOWTAIL CT","","REDDING","CA","960031981","","","20101004","20.00","354.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311499","","","IND","","MOWER","FERRELL R","","MR","","2409 N AVE","","NATIONAL CITY","CA","919506017","","","20101012","30.00","210.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311530","","","IND","","SIEG","ROBERT","","MR","","PO BOX 85","","HARTLINE","WA","991350085","","","20101001","49.00","228.00","15","","SELF EMPLOYED","FARMER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311576","","","IND","","MCCOUBRIE","G","","MR","","33 RAINBOW TRL","","ARNOLD","MO","630103236","","","20101006","30.00","324.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311621","","","IND","","SNYDER","KEVIN","","MR","","836 TOADTOWN RD","","SUMMERVILLE","PA","158645918","","","20101004","40.00","298.00","15","","COMMONWEALTH OF PENNSYLVANIA","DISPATCHER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311631","","","IND","","PAXTON","GENE W","","MR","","PO BOX 5225","","BREMERTON","WA","983120496","","","20101004","40.00","228.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311716","","","IND","","INGOLD","LARRY","","MR","","102 DAN RD","","STAR","NC","273567753","","","20101005","50.00","251.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311744","","","IND","","STUMP","ROBERT C","","MR","","2464 N 650 E","","WARSAW","IN","465828041","","","20101001","50.00","250.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311769","","","IND","","SCHNELL","TED","","MR","","40177 271ST ST","","PARKSTON","SD","573665213","","","20101012","30.00","277.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311776","","","IND","","SEIBOLT","MICHAEL R","","MR","","808 8TH ST","","FAIRBURY","NE","683522428","","","20101001","20.00","214.00","15","","CITY OF FAIRBURY","CONTROL ROOM OPERATO","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311777","","","IND","","BARR","JOHN","","MR","","1203 SHILLINGTON DR","","KATY","TX","774504337","","","20101001","75.00","205.00","15","","UNEMPLOYED","UNEMPLOYED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311784","","","IND","","NIXON","M E","","MR","","145 SEVENTH ST","","SALEM","NJ","080791029","","","20101004","25.00","484.00","15","","DUPONT","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311803","","","IND","","WILKIE","JESSE J","","MR","JR","PO BOX 138","","GEORGIANA","AL","360330138","","","20101012","35.00","255.00","15","","COOK COUNTY","DEPUTY SHERIFF","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311818","","","IND","","CONNELL","ARTHUR C","","MR","","86 OAKDALE AVE","","SELDEN","NY","117842922","","","20101007","20.00","247.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311847","","","IND","","BISHOP","WARREN","","MR","","16451 ROUTE 119 HWY NORTH","","ROCHESTER MILLS","PA","157717139","","","20101001","50.00","450.00","15","","DEFENDERS OF INDIANA MALL","SECURITY GUARD","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311848","","","IND","","BISHOP","WARREN","","MR","","16451 ROUTE 119 HWY NORTH","","ROCHESTER MILLS","PA","157717139","","","20101013","50.00","500.00","15","","DEFENDERS OF INDIANA MALL","SECURITY GUARD","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311893","","","IND","","STANICH","FRANK S","","MR","","PO BOX 348","","IRON RIVER","MI","499350348","","","20101008","20.00","281.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311963","","","IND","","CROSBY","JERRY","","MR","","22110 STATE ROUTE 180","","LAURELVILLE","OH","431359556","","","20101004","60.00","290.00","15","","CROSS COUNTRY PIPELINE CONT","RETIRED - PIPELINERS LOCAL 798","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37311992","","","IND","","PAYNE","RONALD","","MR","","16129 MARICOPA LN","","APPLE VALLEY","CA","923077800","","","20101001","20.00","322.00","15","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37312025","","","IND","","RANDALL","DONEL","","MR","","359 VALLEY PARK DR","","GARLAND","TX","750432956","","","20101004","20.00","228.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37312026","","","IND","","MUNSCH","HARVEY E","","MR","","1215 RITA CIR","","SAN ANGELO","TX","769054201","","","20101001","34.00","481.00","15","","TRACOR INC","ELECT ENGR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37312028","","","IND","","SPERRY","JOHN W","","MR","","801 OLD CORVALLIS RD","","CORVALLIS","MT","598289206","","","20101001","25.00","260.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37312036","","","IND","","SUEHR","MARK D","D","MR","","20 FURLEY ST","","PITTSBURGH","PA","152205828","","","20101013","200.00","245.00","15","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","37312073","","","IND","","MIKESKA","JAMES L","","MR","","16211 DOWNEY AVE UNIT 66","","PARAMOUNT","CA","907235579","","","20101012","30.00","224.00","15","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
