"HDR","FEC","8.0","Vocus PAC Management","8.00.3822","FEC-725129","3",""
"F3XA","C00053553","National Rifle Association of America Political Victory Fund","","11250 Waples Mill Road","","Fairfax","VA","22030","M4","","","","20110301","20110331","X","Adkins","Mary Rose","","","","20120208","3316394.55","461224.77","3777619.32","513188.41","3264430.91","0.00","0.00","21382.00","439841.51","461223.51","0.00","0.00","461223.51","0.00","0.00","0.00","0.00","0.00","1.26","0.00","0.00","0.00","461224.77","461224.77","0.00","0.00","290517.26","290517.26","0.00","79450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","143221.15","0.00","0.00","0.00","0.00","513188.41","513188.41","461223.51","0.00","461223.51","290517.26","0.00","290517.26","3129515.72","2011","1067689.73","4197205.45","932774.54","3264430.91","39757.00","1007911.81","1047668.81","0.00","0.00","1047668.81","0.00","0.00","0.00","15067.11","4950.00","3.81","0.00","0.00","0.00","1067689.73","1067689.73","0.00","0.00","671991.08","671991.08","0.00","76600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","184183.46","0.00","0.00","0.00","0.00","932774.54","932774.54","1047668.81","0.00","1047668.81","671991.08","15067.11","656923.97"
"SA17","C00053553","39642097","","","ORG","BB&T Bank","","","","","","11230 Waples Mill Road","","Fairfax","VA","22030","","","20110331","0.27","0.79","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","39642098","","","ORG","Wachovia Bank","","","","","","10501 Main Street","","Fairfax","VA","22030","","","20110331","0.40","1.16","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA17","C00053553","39642099","","","ORG","Bank of the West","","","","","","224 Box Butte Avenue","","Alliance","NE","69301","","","20110331","0.59","1.86","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA11ai","C00053553","39651763","","","IND","","WERNER","GREG","","MR","","5604 S 118TH PLZ","","OMAHA","NE","681373505","","","20110317","500.00","500.00","","WERNER ENTERPRISES, INC","C.E.O.","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39652121","","","IND","","HENSLEY","RICHARD M","","MR","","PO BOX 4569","","HOUSTON","TX","772104569","","","20110307","250.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39652401","","","IND","","DUNN","WILLIAM A","","","PHD","309 SE OSCEOLA ST STE 350","","STUART","FL","349942250","","","20110314","1000.00","1000.00","","DUNN CAPITAL MANAGEMENT, INC","PRESIDENT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39652403","","","IND","","ANDREWS","JAMES","","MR","","3905 CORNWALL ST","","PLANO","TX","750937836","","","20110304","250.00","250.00","","ROCKWELL AUTOMATION","FIELD ENGINEER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39652644","","","IND","","CARPENTER","CHARLES R","R","MR","","PO BOX 14533","","ALBUQUERQUE","NM","871914533","","","20110322","150.00","425.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39653352","","","IND","","BATES","ANTHONY","","MR","","16320 ONTARIO PL","","DAVIE","FL","333312103","","","20110321","75.00","225.00","","UNIVERSITY OF MICHIGAN","RETIRED - LECTURER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39653589","","","IND","","ORRADRE","MIKE J","","MR","","67100 SARGENTS RD","","SAN ARDO","CA","934508901","","","20110325","400.00","400.00","","SARGENT CATTLE COMPANY, LLC","RANCHER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39653684","","","IND","","STOCKE","NITA","","MS","","311 S MAIN ST","","MILTON FREEWATER","OR","978621014","","","20110302","250.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39653860","","","IND","","PEDICINI","JOHN","","MR","","1285 BIG ROCK LOOP","","LOS ALAMOS","NM","875442852","","","20110322","200.00","400.00","","LOS ALAMOS LAB","LAB FELLOW","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39653934","","","IND","","WALL","RICHARD","","MR","","2702 FOREST OAKS BLVD","","HOUSTON","TX","770177120","","","20110330","5000.00","5000.00","","UNIVERSITY OF HOUSTON","COMPUTER PROGRAMMER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39654000","","","IND","","SWINFORD","DAVID","","MR","","700 ALLENS CREEK RD","","ROCHESTER","NY","146183410","","","20110317","250.00","250.00","","PEARL MEYER & PARTNERS, LLC","MANAGEMENT CONSULTANT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39654430","","","IND","","FRINK","PATRICK","","MR","","PO BOX 41379","","SACRAMENTO","CA","958410379","","","20110314","500.00","500.00","","RPM MANAGEMENT","REAL ESTATE","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39654687","","","IND","","DAVIS","RONALD","","MR","","8222 E BLACKWILLOW CIR APT 204","","ANAHEIM","CA","928081974","","","20110301","100.00","300.00","","CITY OF HUNTINGTON PARK","CIVIL SERVANT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39655286","","","IND","","ROSSI","DAVID L","","MR","","320 FILMORE DR","","JACKSONVILLE","FL","322253390","","","20110331","500.00","500.00","","COMMERCIAL SERVICES","FLEET MANAGER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39656540","","","IND","","SIMMONS","STEVE","","MR","","2503 STEEPLE CHASE DR","","TRENT WOODS","NC","285626635","","","20110331","100.00","300.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39657202","","","IND","","JOHNSON","BARBARA L","","MS","","9601 W KEYSER DR","","PEORIA","AZ","853832917","","","20110323","100.00","300.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39657729","","","IND","","MIKULA","JOHN C","","MR","","2824 STANBRIDGE AVE","","LONG BEACH","CA","908151059","","","20110315","70.00","270.00","","C.G.I. INFORMATION SYSTEMS","DATA NETWORK ENGINEER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39657840","","","IND","","HARPER","JIM","","MR","","680 VINEWOOD AVE","","BIRMINGHAM","MI","480091311","","","20110302","250.00","250.00","","GREATER MEDIA","RAIDO ANNOUNCER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39658147","","","IND","","SZABLA","NORBERT","","MR","","7271 PINE RD","","LEXINGTON","MI","484508678","","","20110331","100.00","400.00","","JOHN MILLER ELECT","ELECTRICIAN","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39658148","","","IND","","SZABLA","NORBERT","","MR","","7271 PINE RD","","LEXINGTON","MI","484508678","","","20110311","100.00","300.00","","JOHN MILLER ELECT","ELECTRICIAN","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39658150","","","IND","","BARACH","ERIC","","MR","","8788 INDIAN TRL","","CLARKSTON","MI","483482536","","","20110322","108.00","358.00","","HURLEY HOSPITAL EMERGENCY DEPT","M.D.","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39658345","","","IND","","FRECHTLING","ANDREW C","","MR","","1141 GREATHOUSE RD","","WAXAHACHIE","TX","751678309","","","20110301","40.00","220.00","","SOUTHWEST AIRLINES","PILOT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39659308","","","IND","","MURPHY","WILLIAM P","","DR","JR","10601 SNAPPER CREEK RD","","CORAL GABLES","FL","331563454","","","20110314","100.00","300.00","","SELF EMPLOYED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39659846","","","IND","","HOOD","JOE B","","MR","","PO BOX 3094","","WICHITA FALLS","TX","763010094","","","20110321","300.00","300.00","","SELF EMPLOYED","OIL PRODUCER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39661821","","","IND","","STEWART","LYNN H","","","","7905 E MADERO AVE","","MESA","AZ","852095070","","","20110314","100.00","400.00","","INFORMATION REQUESTED","NOT EMPLOYED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39662121","","","IND","","LATUS","GEORGE R","","MR","","10076 SE BRISTOL LOOP","","HAPPY VALLEY","OR","970863239","","","20110303","500.00","500.00","","LATUS MOTORS HARLEY-DAVIDSON","DEALERSHIP OWNER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39662346","","","IND","","GRANT","CHARLES","","MR","","3198 RIDGECREST ST","","MEMPHIS","TN","381276330","","","20110316","100.00","400.00","","US NAVY","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39662692","","","IND","","RHINES","JASON","","MR","","11310 AUBURNDALE ST","","LIVONIA","MI","481502841","","","20110322","200.00","300.00","","EXPERT SERVICES, INC","OWNER / WATER DAMAGE RESTORATION","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39663593","","","IND","","AULDS","DARRELL","","MR","","29 SPARTINA POINT DR","","HILTON HEAD ISLAND","SC","299261076","","","20110328","1200.00","1300.00","","NDA & ASSOCIATES, LLC","OWNER / CONSULTANT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39663874","","","IND","","GOSS","GREG","","MR","","2115 N 30TH ST STE 102","","TACOMA","WA","984033396","","","20110302","300.00","300.00","","SELF EMPLOYED","FINANCIAL PLANNER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39663924","","","IND","","STACHOW","JOSEPH J","","MR","","260 W JACKSON ST","","MARTINSVILLE","IN","461511918","","","20110322","200.00","250.00","","LUBS TECHNOLOGIES, INC","SERVICE TECH","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39665185","","","IND","","EYMARD","PAUL U","","MR","","4910 BOULDER TRACE LN","","KATY","TX","774497706","","","20110316","100.00","350.00","","CHEVRON","NETWORK CONSULTANT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39665415","","","IND","","MEDINA","RAYMOND","","MR","","7748 WICKLOW CIR","","ORLANDO","FL","328171581","","","20110314","34.00","179.00","","ROADMASTER DRIVERS SCHOOL","INSTRUCTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39665417","","","IND","","MEDINA","RAYMOND","","MR","","7748 WICKLOW CIR","","ORLANDO","FL","328171581","","","20110314","30.00","209.00","","ROADMASTER DRIVERS SCHOOL","INSTRUCTOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39665539","","","IND","","ROBB","ROBERT L","","MR","","704 HACKBERRY CT APT 3107","","BELLEVUE","NE","680052026","","","20110331","100.00","400.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39665541","","","IND","","ROBB","ROBERT L","","MR","","704 HACKBERRY CT APT 3107","","BELLEVUE","NE","680052026","","","20110314","100.00","300.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39665642","","","IND","","BUSH","DAVID M","","MR","","13630 COUNTY ROAD 100","","BIG PRAIRIE","OH","446119525","","","20110301","1000.00","1000.00","","ADENA CORPORATION","DIRECTOR (BOARD OF DIRECTORS)","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39665648","","","IND","","THORN","TERRY R","","MR","","11920 158TH AVE NE","","REDMOND","WA","980522633","","","20110324","300.00","300.00","","FOOD BROKER","VISION MARKETING USA","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39665755","","","IND","","CURNUTT","TIMOTHY P","","MR","","1037 CRESCENT DR","","VISTA","CA","920846307","","","20110311","250.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39666149","","","IND","","WHITEHEAD","MARK A","","MR","","7110 SW 14TH ST","","DES MOINES","IA","503156003","","","20110314","100.00","245.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39666333","","","IND","","MC ARDLE","GRACE L","","MS","","7549 WEEHAWKEN DR","","ZEPHYRHILLS","FL","335402076","","","20110325","600.00","600.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39666405","","","IND","","LEWIS","BOBBY","","MR","","PO BOX 352917","","PALM COAST","FL","321352917","","","20110311","100.00","425.00","","","RETIRED - PILOT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39666937","","","IND","","WILKS","FARRIS","","","","2511 COUNTY ROAD 169","","CISCO","TX","764376704","","","20110311","5000.00","5000.00","","FRAC TECH SERVICES","CHEIF OPERATIONS OFFICER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39666991","","","IND","","SORRENTINO","EDWARD V","","MR","","100 ELLIOT AVE","","LAKE GROVE","NY","117552044","","","20110307","75.00","325.00","","E. VINCENT MANAGEMENT, INC.","ARCHITECT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39667688","","","IND","","CLAUSEN","KEN","","","","9315 E CENTER AVE APT 9A","","DENVER","CO","802471277","","","20110304","75.00","325.00","","","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39667769","","","IND","","SETTLES","EARL","","MR","USN RET","1316 COLORADO ST","","BOULDER CITY","NV","890052435","","","20110310","50.00","250.00","","US NAVY","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39667819","","","IND","","SOLITA","JERRY","","MR","","1990 FRANK MOORE RD","","CULLEOKA","TN","384512141","","","20110329","100.00","350.00","","GENERAL MOTORS","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","39667888","","","IND","","SARGENT","NORM","","MR","","210 SALINA ST","","BORGER","TX","790078222","","","20110331","75.00","225.00","","SARGECO, INC","OFFICE MANAGER","","","","","","","","","","","","","","","","","","","",""
"SB21b","C00053553","39067616","","","ORG","National Rifle Association of America","","","","","","11250 Waples Mill Road","","Fairfax","VA","22030","","","20110301","1500.00","0.00","Website Hosting / Service Fee","001","","","","","","","","","","","","","","","","","","","Website Hosting / Service Fee",""
"SB29","C00053553","39067622","","","PTY","Kent County Republican Committee","","","","","","736-A North DuPont Highway","","Dover","DE","19901","","","20110303","1000.00","0.00","","011","","","","","","","","","","","","","","","","","","","",""
"SB29","C00053553","39067623","","","PTY","Republican Party of New Mexico","","","","","","P.O. Box 94083","","Albuquerque","NM","87199","","","20110303","250.00","0.00","","011","","","","","","","","","","","","","","","","","","","",""
"SB29","C00053553","39067625","","","COM","Otter for Idaho Governor","","","","","","P.O. Box 1456","","Boise","ID","83701","G2010","General Debt 2010","20110303","1000.00","0.00","Debt Retirement","011","","","","Otter","Clement","","","","","","","","","","","","","","Debt Retirement",""
"SB29","C00053553","39067627","","","COM","Friends of Joe Scarnati","","","","","","P.O. Box 177","","Brockway","PA","15824","P2012","","20110303","1000.00","0.00","Joseph Scarnati, STATE SENATE 25th PA","011","","","","Scarnati","Joseph","","PA Sen.","III","S","PA","","","","","","","","","Joseph Scarnati, STATE SENATE 25th PA",""
"SB29","C00053553","39067632","","","COM","Tom Corbett for Governor","","","","","","P.O. Box 1145","","Harrisburg","PA","17108","G2010","General Debt 2010","20110303","2500.00","0.00","Debt Retirement","011","","","","Corbett","Tom","","","","","","","","","","","","","","Debt Retirement",""
"SB29","C00053553","39067640","","","COM","MN Senate Victory Fund","","","","","","161 St. Anthony Ave., Suite 902","","St. Paul","MN","55103","","","20110303","500.00","0.00","","011","","","","","","","","","","","","","","","","","","","",""
"SB21b","C00053553","39088713","","","ORG","Communications Corporation of America","","","","","","13195 Freedom Way","","Boston","VA","22713","","","20110308","68428.60","0.00","NRA-PVF Fundraising Printing & Mailing","003","","","","","","","","","","","","","","","","","","","NRA-PVF Fundraising Printing & Mailing",""
"SB21b","C00053553","39088714","","","ORG","Communications Corporation of America","","","","","","13195 Freedom Way","","Boston","VA","22713","","","20110308","80696.47","0.00","NRA-PVF Fundraising Postage","003","","","","","","","","","","","","","","","","","","","NRA-PVF Fundraising Postage",""
"SB23","C00053553","39095983","","","PAC","PETE PAC","","","","","","People for Enterprise Trade & Econ","7804 Evening Lane","Alexandria","VA","22306","","","20110309","4950.00","0.00","","011","C00363770","PETE PAC","","","","","","","","","","","","","","","","","",""
"SB23","C00053553","39096118","","","CCM","Heller For Senate","","","","","","PO Box 371907","","Las Vegas","NV","89137","P2011","","20110309","2000.00","0.00","","011","C00494229","Heller For Senate","S2NV00183","Heller","Dean","","Sen.","","S","NV","","","","","","","","","",""
"SB21b","C00053553","39220312","","","ORG","Virginia Department of Taxation","","","","","","VA Tax ID 35-521083020F-001","P.O. Box 1500","Richmond","VA","232181500","","","20110311","1.00","0.00","2010 State Taxes","001","","","","","","","","","","","","","","","","","","","2010 State Taxes",""
"SB21b","C00053553","39229290","","","ORG","Rhode Island Division of Taxation","","","","","","One Capitol Hill","","Providence","RI","029085814","","","20110314","1494.09","0.00","RI-1120POL Tax","001","","","","","","","","","","","","","","","","","","","RI-1120POL Tax",""
"SB23","C00053553","39229883","","","PAC","Alamo PAC","","","","","","919 Congress Avenue, Suite 1400","","Austin","TX","78701","","","20110314","1500.00","0.00","","011","C00387464","Alamo PAC","","","","","","","","","","","","","","","","","",""
"SB23","C00053553","39229889","","","PAC","Green Mountain PAC","","","","","","P.O. Box 1142","","Montpelier","VT","05601","","","20110314","2000.00","0.00","","011","C00409110","Green Mountain PAC","","","","","","","","","","","","","","","","","",""
"SB23","C00053553","39229890","","","PAC","Great American Fund","","","","","","P.O. Box 83142","","Gaithersburg","MD","20883","","","20110314","1000.00","0.00","","011","C00432104","Great American Fund","","","","","","","","","","","","","","","","","",""
"SB23","C00053553","39229891","","","CCM","Quayle For Congress","","","","","","4340 Indian School Rd #21 Box 132","","Phoenix","AZ","85018","G2010","General Debt 2010","20110314","1000.00","0.00","Debt Retirement","011","C00475863","Quayle For Congress","H0AZ03362","Quayle","Ben","","Mr.","","H","AZ","03","","","","","","","","Debt Retirement",""
"SB23","C00053553","39229892","","","CCM","Mike Ross For Congress Committee","","","","","","PO Box 360","","Prescott","AR","71857","P2011","","20110314","2000.00","0.00","","011","C00345710","Mike Ross For Congress Committee","H0AR04038","Ross","Michael","Avery","Rep.","","H","AR","04","","","","","","","","",""
"SB23","C00053553","39229899","","","CCM","John D. Dingell For Congress","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","P2011","","20110314","1000.00","0.00","","011","C00002600","John D. Dingell For Congress","H6MI16034","Dingell","John","D.","Rep.","","H","MI","15","","","","","","","","",""
"SB23","C00053553","39229900","","","CCM","Graves For Congress","","","","","","2345 Grand, Suite 2400","","Kansas City","MO","64108","P2011","","20110314","1000.00","0.00","","011","C00359034","Graves For Congress","H0MO06073","Graves","Samuel","B.","Rep.","Jr.","H","MO","06","","","","","","","","",""
"SB23","C00053553","39229906","","","CCM","Mccaul For Congress, Inc","","","","","","815-A Brazos Street","Pmb 230","Austin","TX","78701","P2011","","20110314","1000.00","0.00","","011","C00392688","Mccaul For Congress, Inc","H4TX10093","McCaul","Michael","T.","Rep.","","H","TX","10","","","","","","","","",""
"SB23","C00053553","39229912","","","CCM","Texans For Lamar Smith","","","","","","PO Box 6155","","San Antonio","TX","78209","P2011","","20110314","2000.00","0.00","","011","C00197160","Texans For Lamar Smith","H6TX21012","Smith","Lamar","S.","Rep.","","H","TX","21","","","","","","","","",""
"SB23","C00053553","39229913","","","CCM","Friends Of John Barrasso","","","","","","PO Box 52008","","Casper","WY","82605","P2011","","20110314","2500.00","0.00","","011","C00436386","Friends Of John Barrasso","S6WY00068","Barrasso","John","","Mr.","","S","WY","","","","","","","","","",""
"SB23","C00053553","39229919","","","CCM","Friends Of John Barrasso","","","","","","PO Box 52008","","Casper","WY","82605","P2011","","20110314","1000.00","0.00","","011","C00436386","Friends Of John Barrasso","S6WY00068","Barrasso","John","","Mr.","","S","WY","","","","","","","","","",""
"SB23","C00053553","39229920","","","CCM","Friends Of Jack Kingston","","","","","","PO Box 2133","","Savannah","GA","31402","P2011","","20110314","1000.00","0.00","","011","C00261958","Friends Of Jack Kingston","H2GA01157","Kingston","Jack","","Rep.","","H","GA","01","","","","","","","","",""
"SB23","C00053553","39229921","","","CCM","Hal Rogers For Congress","","","","","","P.O. Box 1214","","Somerset","KY","42502","P2011","","20110314","2000.00","0.00","","011","C00116632","Hal Rogers For Congress","H0KY05015","Rogers","Harold","Dallas","Rep.","","H","KY","05","","","","","","","","",""
"SB23","C00053553","39229922","","","CCM","Coble For Congress","","","","","","PO Box 1177","","Greensboro","NC","27402","P2011","","20110314","1000.00","0.00","","011","C00198796","Coble For Congress","H4NC06011","Coble","Howard","","Rep.","","H","NC","06","","","","","","","","",""
"SB23","C00053553","39229924","","","CCM","Heath Shuler For Congress","","","","","","PO Box 8446","","Asheville","NC","28814","P2011","","20110314","2500.00","0.00","","011","C00413393","Heath Shuler For Congress","H6NC11172","Shuler","Heath","","Rep.","","H","NC","11","","","","","","","","",""
"SB23","C00053553","39229925","","","CCM","Kay Granger Campaign Fund","","","","","","715 Jones Street, Suite 101","","Fort Worth","TX","76102","P2011","","20110314","2500.00","0.00","","011","C00310532","Kay Granger Campaign Fund","H6TX12060","Granger","Kay","","Rep.","","H","TX","12","","","","","","","","",""
"SB23","C00053553","39229926","","","CCM","Morgan Griffith For Congress","","","","","","PO Box 361","","Christiansburg","VA","24068","P2011","","20110314","1000.00","0.00","","011","C00477240","Morgan Griffith For Congress","H0VA09055","Griffith","H Morgan","","","","H","VA","09","","","","","","","","",""
"SB23","C00053553","39245933","","","CCM","Bill Flores For Congress","","","","","","PO Box 6207","","Bryan","TX","77805","G2010","General Debt 2010","20110316","2500.00","0.00","Debt Retirement","011","C00472241","Bill Flores For Congress","H0TX17104","Flores","Bill","","Mr.","","H","TX","17","","","","","","","","Debt Retirement",""
"SB23","C00053553","39246091","","","CCM","Berg For Congress","","","","","","PO Box 9394","","Fargo","ND","58106","G2010","General Debt 2010","20110316","2500.00","0.00","Debt Retirement","011","C00474619","Berg For Congress","H0ND00135","Berg","Rick","","Rep.","","H","ND","00","","","","","","","","Debt Retirement",""
"SB23","C00053553","39246124","","","CCM","Lungren For Congress","","","","","","9321 Silverbend Lane","","Elk Grove","CA","95624","P2011","","20110316","1000.00","0.00","","011","C00390955","Lungren For Congress","H6CA34112","Lungren","Daniel","E.","Rep.","","H","CA","03","","","","","","","","",""
"SB23","C00053553","39246131","","","CCM","Friends Of Jason Chaffetz","","","","","","315 Westfield Circle","","Alpine","UT","84004","P2011","","20110316","1500.00","0.00","","011","C00431684","Friends Of Jason Chaffetz","H8UT03089","Chaffetz","Jason","","Mr.","","H","UT","03","","","","","","","","",""
"SB23","C00053553","39246137","","","CCM","Pompeo for Congress, Inc.","","","","","","P.O. Box 780146","","Wichita","KS","67278","P2011","","20110316","1000.00","0.00","","011","","","","Pompeo","Mike","","","","H","KS","04","","","","","","","","",""
"SB23","C00053553","39246144","","","CCM","Manchin For West Virginia","","","","","","PO Box 5202","","Charleston","WV","25361","P2011","","20110316","1000.00","0.00","","011","C00486563","Manchin For West Virginia","S0WV00090","Manchin","Joe","","Mr.","","S","WV","","","","","","","","","",""
"SB29","C00053553","39279782","","","ORG","BlueFront Strategies, LLC","","","","","","44 Canal Center Plaza, Suite G1","","Alexandria","VA","22314","G2010","","20110318","49000.00","0.00","Independent Expenditure - Online Advertising","011","","","","Scott","Rick","","","","","","","","","","","","","","Independent Expenditure - Online Advertising",""
"SB29","C00053553","39279784","","","ORG","Federal Capitol Communications Corporation","","","","","","1120 G Street, NW  Suite 600","","Washington","DC","20005","G2010","","20110318","11000.00","0.00","Independent Expenditure - TV & Radio Ad Production Cost","011","","","","Scott","Rick","","","","","","","","","","","","","","Independent Expenditure - TV & Radio Ad Production Cost",""
"SB23","C00053553","39282101","","","CCM","Latham For Congress","","","","","","PO Box 8237","","Des Moines","IA","50301","P2011","","20110321","2000.00","0.00","","011","C00287045","Latham For Congress","H4IA05102","Latham","Thomas","P.","Rep.","","H","IA","04","","","","","","","","",""
"SB21b","C00053553","39299528","","","ORG","Communications Corporation of America","","","","","","13195 Freedom Way","","Boston","VA","22713","","","20110322","75902.51","0.00","NRA-PVF Fundraising Postage","003","","","","","","","","","","","","","","","","","","","NRA-PVF Fundraising Postage",""
"SB29","C00053553","39409494","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","111.04","0.00","Independent Expenditure - E-Mail Ads","011","","","","Evers","Greg","","","","S","FL","","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409495","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","97.12","0.00","Independent Expenditure - E-Mail Ads","011","","","","Thrasher","John","","","","S","FL","","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409496","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","57.67","0.00","Independent Expenditure - E-Mail Ads","011","","","","Latvala","Jack","","","","S","FL","","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409497","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","119.05","0.00","Independent Expenditure - E-Mail Ads","011","","","","Hays","D. Alan","","","","S","FL","","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409499","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","52.35","0.00","Independent Expenditure - E-Mail Ads","011","","","","Bogdanoff","Ellyn","","FL Sen.","","S","FL","","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409500","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","59.59","0.00","Independent Expenditure - E-Mail Ads","011","","","","Benacquisto","Lizabeth","","","","S","FL","","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409501","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","32.50","0.00","Independent Expenditure - E-Mail Ads","011","","","","Flores","Anitere","","","","S","FL","","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409505","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","20.60","0.00","Independent Expenditure - E-Mail Ads","011","","","","Ford","Clay","","FL Rep.","","H","FL","03","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409506","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","31.34","0.00","Independent Expenditure - E-Mail Ads","011","","","","Patronis","Jimmy","","","","H","FL","06","","","","","","","","Independent Expenditure - E-Mail Ads",""
"SB29","C00053553","39409507","","","ORG","Prolist Inc.","","","","","","8341 Beechcraft Avenue","","Gaithersburg","MD","208791509","G2010","","20110322","40.15","0.00","Independent Expenditure - E-Mail Ads","011","","","","Coley","Marti","","","","H","FL","07","","","","","","","","Independent Expenditure - E-Mail Ads",""
