"HDR","FEC","8.2","Vocus PAC Management","8.02.3866","FEC-1210393","1",""
"F3XA","C00053553","National Rifle Association of America Political Victory Fund","","11250 Waples Mill Road","","Fairfax","VA","22030","M2","","","","20180101","20180131","X","Adkins","Mary Rose","","","","20180320","2701460.75","247984.81","2949445.56","93479.16","2855966.40","0.00","0.00","15825.00","232159.76","247984.76","0.00","0.00","247984.76","0.00","0.00","0.00","0.00","0.00","0.05","0.00","0.00","0.00","247984.81","247984.81","0.00","0.00","4529.16","4529.16","0.00","76950.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12000.00","0.00","0.00","0.00","0.00","93479.16","93479.16","247984.76","0.00","247984.76","4529.16","0.00","4529.16","2701460.75","2018","247984.81","2949445.56","93479.16","2855966.40","15825.00","232159.76","247984.76","0.00","0.00","247984.76","0.00","0.00","0.00","0.00","0.00","0.05","0.00","0.00","0.00","247984.81","247984.81","0.00","0.00","4529.16","4529.16","0.00","76950.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12000.00","0.00","0.00","0.00","0.00","93479.16","93479.16","247984.76","0.00","247984.76","4529.16","0.00","4529.16"
"SA17","C00053553","77252273","","","ORG","Wells Fargo Bank, N.A.","","","","","","1300 Chain Bridge Road","","McLean","VA","22101","","","20180131","0.05","0.05","","","","","","","","","","","","","","","","","","","","","","Interest Income",""
"SA11ai","C00053553","77277600","","","IND","","SUNDERLAND","DELMONT","","","","12256 WILLIAM PENN HWY","","HUNTINGDON","PA","166526835","","","20180126","1000.00","1000.00","","SELF EMPLOYED","FARMER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77277644","","","IND","","BROWN","STEPHEN M","","MR","","10807 ROYAL PARK DR","","DALLAS","TX","752303624","","","20180131","250.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77277991","","","IND","","BARKER","KEN","","MR","","1830 CROCKETT LN","","GARDNERVILLE","NV","894107944","","","20180109","400.00","400.00","","Retired","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77278026","","","IND","","MESSER","TOMMY","","MR","","444 ROBERTS DR","","AMARILLO","TX","791183742","","","20180129","300.00","300.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77278179","","","IND","","PARKER","ROBERT E","","MR","","PO BOX 9609","","CORPUS CHRISTI","TX","784699609","","","20180131","500.00","500.00","","REPCON INC.","PRESIDENT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77278377","","","IND","","ISEN","BERT","","MR","","31 DARTMOUTH ST","","ALBANY","NY","122091336","","","20180109","1000.00","1000.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77278419","","","IND","","MURPHY","WADE L","","MR","","4493 HIGHWAY 201 S","","MOUNTAIN HOME","AR","726535544","","","20180110","250.00","250.00","","RETIRED","RETIRED - ORTHODONTIST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77278575","","","IND","","HOPPER","BILLY B","","MR","","PO BOX 353","","MENTONE","TX","797540353","","","20180129","500.00","500.00","","LOVING COUNTY SHERIFF'S OFFICE","SHERIFF","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77278826","","","IND","","GAUMER","THOMAS K","","MR","","8140 E BROADWAY BLVD UNIT 101","","TUCSON","AZ","857103912","","","20180122","350.00","350.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77278992","","","IND","","BUIE","JOE","","MR","","371 WILLOW GLENN CT","","MARIETTA","GA","300683490","","","20180129","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77279559","","","IND","","FRIDAY","EDWARD","","DR","","101 OLD FERRY RD UNIT 13B","","SHALIMAR","FL","325794208","","","20180130","250.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77279620","","","IND","","LAMBKE","ARTHUR","","MR","","1980 PRESTWICK RD","","GROSSE POINTE WOODS","MI","482361943","","","20180131","250.00","250.00","","RETIRED","RETIRED - PHARMACIST","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77279657","","","IND","","TUTTLE","DALE W","","","","4046 RUSSELL RD","","MUSKEGON","MI","494459575","","","20180131","300.00","300.00","","SELF EMPLOYED","GUNSMITH","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77279723","","","IND","","RUNDELL","GROVER C","","","","970 SE 80TH ST","","STAFFORD","KS","675788001","","","20180118","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77279755","","","IND","","BRAUN","RONALD S","","MR","","226 POWERVILLE RD","","BOONTON","NJ","070058732","","","20180129","300.00","300.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77279781","","","IND","","DUFF","JAMES A","","MR","JR","7 LONGVIEW AVE","","RANDOLPH","NJ","078693002","","","20180130","250.00","250.00","","","IT Director","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77279967","","","IND","","WEBER","SCOTT T","","MR","","1108 14TH ST # 502","","CODY","WY","824143743","","","20180130","250.00","250.00","","GUNRUNNER AUCTIONS","OWNER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77280208","","","IND","","SIEBERT","FRED","","MR","","1316 E CARPENTER DR","","PALATINE","IL","600747229","","","20180130","350.00","350.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77280492","","","IND","","NISSEN","MERRILL E","","MR","","3931 ARLINGTON AVE","","KANSAS CITY","MO","641331209","","","20180129","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77280549","","","IND","","CARPENTER","KENNETH B","","MR","","3065 PANTHER RIDGE LN","","LEWISVILLE","NC","270237107","","","20180131","250.00","250.00","","RETIRED","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77280594","","","IND","","GROSS","JIMMIE J","","MR","","3075 W STATE ROAD 28","","ALEXANDRIA","IN","460018674","","","20180130","250.00","250.00","","GMAC GENERAL MOTORS","RETIRED-FACTORY ASSEMBLY","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77280657","","","IND","","BOSWELL","KEN","","MR","","5804 WOODVIEW AVE","","AUSTIN","TX","787561030","","","20180111","400.00","400.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77280678","","","IND","","GOLIGOWSKI","NANCY","","MS","","710 AUSTIN ST","","SAN ANGELO","TX","769036726","","","20180111","500.00","500.00","","SELF-EMPLOYED","HOMEMAKER","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77280940","","","IND","","MONTES DE OCA","ROGELIO","","MR","","43 CREEKSIDE CT","","SECAUCUS","NJ","070943750","","","20180130","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77280968","","","IND","","POSTIN","TERRY L","","MR","","950 S 3RD AVE","","CANTON","IL","615203222","","","20180103","250.00","250.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77281419","","","IND","","JERVIS","BOB","","","","220 STRATHSPREY DR","","BLACKLICK","OH","430049776","","","20180131","1000.00","1000.00","","National K9 Learning Center","Instructor","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77281433","","","IND","","KLEMAN","MONTE J","","MR","","13003 MOUNT AUBERN CT","","HERNDON","VA","201712309","","","20180123","250.00","250.00","","UNITED AIRLINES","PILOT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77281454","","","IND","","LOWRIE","EDMOND G","","MR","","511 SHORE RD","","CAPE NEDDICK","ME","039027348","","","20180104","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77281703","","","IND","","HAYNES","TYLER","","DR","","3419 FOSS DR","","SAGINAW","MI","486031711","","","20180103","250.00","250.00","","SAGINAW VALLEY STATE UNIVERSIT","PROFESSOR","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77281851","","","IND","","LUPTOWITZ","WALTER","","MR","","780 W 15TH ST","","SAN PEDRO","CA","907314608","","","20180118","600.00","600.00","","PACIFIC MARITIME ASSOCIATION","LONGSHOREMAN","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77281962","","","IND","","FALFAS","JACOB","","MR","","15467 SANDFIELD LOOP","","WINTER GARDEN","FL","347879808","","","20180130","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77281977","","","IND","","TURNER","JOHN T","","","","4500 LORRAINE AVE","","DALLAS","TX","752053613","","","20180129","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77282051","","","IND","","GEORGE","ROSS B","","MR","","1101 MUIRFIELD VLG","","COLLEGE STATION","TX","778458939","","","20180129","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77282343","","","IND","","RIZZO","ANTHONY","","MR","","7954 BROOKLYN RD","","JACKSON","MI","492017256","","","20180131","300.00","300.00","","NAES CORPORATION","Operator","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77282436","","","IND","","HILL","HAROLDENE","","MISS","","9710 E 5TH ST","","TULSA","OK","741282614","","","20180131","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77282590","","","IND","","LARSEN","KENT M","","MR","","57112 SAND HILL LN","","AMES","IA","500109366","","","20180130","365.00","365.00","","Con-Struct, Inc.","Contractor","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77282631","","","IND","","OWEN","RUSSELL H","","MR","","9501 ATWOOD RD","","VIENNA","VA","221821464","","","20180131","500.00","500.00","","Retired","Retired executive","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77282752","","","IND","","BROWNE","KEVIN J","","","","73 CRESTWOOD CIR","","NORWOOD","MA","020621501","","","20180131","250.00","250.00","","Wrentham Co-operative Bank","Banking Exec","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77282996","","","IND","","NORTHCUT","BEADE O","","MR","","1701 SUNSET RD","","ROBINSON","TX","767065578","","","20180129","250.00","250.00","","Retired","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77283109","","","IND","","RYLEY","JAMES","","","","121 APRICOT LN","","LOS GATOS","CA","950305205","","","20180129","250.00","250.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77283179","","","IND","","DAVIDSON","KEITH","","","","2074 COUNTY STREET 2850","","CHICKASHA","OK","730187958","","","20180129","300.00","300.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77283266","","","IND","","FOOTE","BYRON","","MR","","3243 KIRKHAM DR","","GLENDALE","CA","912061131","","","20180119","300.00","300.00","","RETIRED","RETIRED","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77283276","","","IND","","JACKSON","ANTOINE","","MR","","3515 DAVID COX RD UNIT 481381","","CHARLOTTE","NC","282692540","","","20180131","-1000.00","10.00","","","Special Transportation Bus Dri","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77283277","","","IND","","JACKSON","ANTOINE","","MR","","3515 DAVID COX RD UNIT 481381","","CHARLOTTE","NC","282692540","","","20180128","1010.00","1010.00","","","Special Transportation Bus Dri","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77284022","","","IND","","CLOONAN","WILLIAM C","","MR","JR","209 OAK DR","","KITTANNING","PA","162012034","","","20180126","300.00","300.00","","CBJ DEVELOPMENT COMPANY","PRESIDENT","","","","","","","","","","","","","","","","","","","",""
"SA11ai","C00053553","77284046","","","IND","","MCALPINE","KELLY","","MS","","92 CORPORATE PARK STE C","","IRVINE","CA","926065106","","","20180131","500.00","500.00","","Southwest Datacom","Telecommunications","","","","","","","","","","","","","","","","","","","",""
"SB23","C00053553","77060021","","","PTY","National Republican Congressional Committee","","","","","","320 First Street, SE","","Washington","DC","20003","","","20180110","15000.00","0.00","","011","C00002931","National Republican Congressional Committee","","","","","","","","","","","","","","","","","",""
"SB21b","C00053553","77060022","","","ORG","California Secretary of State","","","","","","Political Reform Division","1500  11th Street - Room 495","Sacramento","CA","95814","","","20180112","50.00","0.00","Annual Filing Fee","001","","","","","","","","","","","","","","","","","","","Annual Filing Fee",""
"SB21b","C00053553","77088427","","","ORG","National Rifle Association of America","","","","","","11250 Waples Mill Road","","Fairfax","VA","22030","","","20180108","2000.00","0.00","Website Hosting / Service Fee","001","","","","","","","","","","","","","","","","","","","Website Hosting / Service Fee",""
"SB21b","C00053553","77088428","","","ORG","Tennessee Registry of Election Finance","","","","","","404 James Robertson Pkwy,  Suite 1","","Nashville","TN","37243","","","20180108","100.00","0.00","Annual Filing Fee","001","","","","","","","","","","","","","","","","","","","Annual Filing Fee",""
"SB23","C00053553","77143249","","","CCM","Rick For Congress","","","","","","404 Boston Hollow Road","","Elizabeth","PA","15037","S2018","Special-General2018","20180129","2500.00","0.00","","011","C00658708","Rick For Congress","H8PA18231","Saccone","Rick","","","","H","PA","18","","","","","","","","",""
"SB23","C00053553","77143250","","","CCM","Byrne For Congress","","","","","","PO Box 2743","","Mobile","AL","36652","P2018","","20180129","1000.00","0.00","","011","C00545673","Byrne For Congress","H4AL01123","Byrne","Bradley","","Rep.","","H","AL","01","","","","","","","","",""
"SB23","C00053553","77143251","","","CCM","Robert Aderholt For Congress","","","","","","P. O. Box 1158","","Haleyville","AL","35565","P2018","","20180129","1000.00","0.00","","011","C00313247","Robert Aderholt For Congress","H6AL04098","Aderholt","Robert","B.","Rep.","","H","AL","04","","","","","","","","",""
"SB23","C00053553","77143253","","","CCM","Buddy Carter For Congress","","","","","","PO Box 10570","","Savannah","GA","31412","P2018","","20180129","1000.00","0.00","","011","C00543967","Buddy Carter For Congress","H4GA01039","Carter","Earl","","","","H","GA","01","","","","","","","","",""
"SB23","C00053553","77143254","","","CCM","Drew Ferguson For Congress Inc.","","","","","","PO Box 387","","West Point","GA","31833","P2018","","20180129","1000.00","0.00","","011","C00607838","Drew Ferguson For Congress Inc.","H6GA03113","Ferguson","Anderson","","","IV","H","GA","03","","","","","","","","",""
"SB23","C00053553","77143256","","","CCM","Graves For Congress","","","","","","PO Box 335","","Calhoun","GA","30703","P2018","","20180129","1000.00","0.00","","011","C00462556","Graves For Congress","H0GA09030","Graves","Tom","","Rep.","","H","GA","14","","","","","","","","",""
"SB23","C00053553","77143257","","","CCM","Volunteers For Shimkus","","","","","","PO Box 661","","Collinsville","IL","62234","P2018","","20180129","2000.00","0.00","","011","C00258855","Volunteers For Shimkus","H2IL20042","Shimkus","John","M.","Rep.","","H","IL","15","","","","","","","","",""
"SB23","C00053553","77143258","","","CCM","Bucshon For Congress","","","","","","PO Box 250","","Newburgh","IN","47629","P2018","","20180129","1000.00","0.00","","011","C00468256","Bucshon For Congress","H0IN08114","Bucshon","Larry","","Rep.","MD","H","IN","08","","","","","","","","",""
"SB23","C00053553","77143259","","","CCM","Trey For Congress","","","","","","PO Box 421","","Jeffersonville","IN","47130","P2018","","20180129","1000.00","0.00","","011","C00590463","Trey For Congress","H6IN09176","Hollingsworth","Trey","","","","H","IN","09","","","","","","","","",""
"SB23","C00053553","77143260","","","CCM","Blum For Congress","","","","","","2728 Asbury Road Suite 400","","Dubuque","IA","52001","P2018","","20180129","1000.00","0.00","","011","C00543926","Blum For Congress","H2IA01055","Blum","Rodney","","","","H","IA","01","","","","","","","","",""
"SB23","C00053553","77143261","","","CCM","Yoder For Congress, Inc","","","","","","PO Box 26742","","Overland Park","KS","66225","P2018","","20180129","1000.00","0.00","","011","C00472365","Yoder For Congress, Inc","H0KS03137","Yoder","Kevin","","Rep.","","H","KS","03","","","","","","","","",""
"SB23","C00053553","77143262","","","CCM","Walberg For Congress","","","","","","PO Box 1362","","Jackson","MI","49204","P2018","","20180129","2000.00","0.00","","011","C00390724","Walberg For Congress","H4MI07103","Walberg","Timothy","","","","H","MI","07","","","","","","","","",""
"SB23","C00053553","77143263","","","CCM","Emmer For Congress","","","","","","PO Box 998","","Anoka","MN","55303","P2018","","20180129","1000.00","0.00","","011","C00545749","Emmer For Congress","H4MN06087","Emmer","Thomas","","","Jr.","H","MN","06","","","","","","","","",""
"SB23","C00053553","77143265","","","CCM","Billy Long For Congress","","","","","","3246 E Ridgeview St","","Springfield","MO","65804","P2018","","20180129","1000.00","0.00","","011","C00460063","Billy Long For Congress","H0MO07113","Long","Billy","","","","H","MO","07","","","","","","","","",""
"SB23","C00053553","77143266","","","CCM","Jeff Fortenberry For United States Congress","","","","","","PO Box 30265","","Lincoln","NE","68503","P2018","","20180129","1000.00","0.00","","011","C00395467","Jeff Fortenberry For United States Congress","H4NE01064","Fortenberry","Jeffrey","","","","H","NE","01","","","","","","","","",""
"SB23","C00053553","77143267","","","CCM","Faso For Congress","","","","","","PO Box 448","","Kinderhook","NY","12106","P2018","","20180129","1000.00","0.00","","011","C00580415","Faso For Congress","H6NY19169","Faso","John","","","","H","NY","19","","","","","","","","",""
"SB23","C00053553","77143268","","","CCM","David Rouzer For Congress","","","","","","PO Box 3142","","Wilmington","NC","28406","P2018","","20180129","1000.00","0.00","","011","C00501643","David Rouzer For Congress","H2NC07096","Rouzer","David","","Rep.","","H","NC","07","","","","","","","","",""
"SB23","C00053553","77143269","","","CCM","McHenry For Congress","","","","","","PO Box 2165","","Gastonia","NC","28053","P2018","","20180129","1000.00","0.00","","011","C00393629","McHenry For Congress","H4NC10047","McHenry","Patrick","Timothy","Rep.","","H","NC","10","","","","","","","","",""
"SB23","C00053553","77143270","","","CCM","Steve Chabot For Congress","","","","","","3030 Harrison Ave.","","Cincinnati","OH","45211","P2018","","20180129","1000.00","0.00","","011","C00301838","Steve Chabot For Congress","H8OH01043","Chabot","Steve","","Rep.","","H","OH","01","","","","","","","","",""
"SB23","C00053553","77143271","","","CCM","Latta For Congress","","","","","","PO Box 106","","Bowling Green","OH","43402","P2018","","20180129","1000.00","0.00","","011","C00438697","Latta For Congress","H8OH05036","Latta","Bob","E.","Rep.","","H","OH","05","","","","","","","","",""
"SB23","C00053553","77143272","","","CCM","Citizens For Turner","","","","","","120 W    2nd Street","Suite 1510","Dayton","OH","45402","P2018","","20180129","1000.00","0.00","","011","C00373001","Citizens For Turner","H2OH03067","Turner","Michael","R.","Rep.","","H","OH","10","","","","","","","","",""
"SB23","C00053553","77143273","","","CCM","Mullin For Congress","","","","","","PO Box 3681","","Muskogee","OK","74402","P2018","","20180129","1000.00","0.00","","011","C00498345","Mullin For Congress","H2OK02083","Mullin","Markwayne","","Rep.","","H","OK","02","","","","","","","","",""
"SB23","C00053553","77143274","","","CCM","Cole for Congress","","","","","","P.O. Box 722256","","Norman","OK","73070","P2018","","20180129","1000.00","0.00","","011","C00379735","Cole for Congress","H2OK04055","Cole","Tom","","","","H","OK","04","","","","","","","","",""
"SB23","C00053553","77143275","","","CCM","Jeff Duncan For Congress","","","","","","PO Box 845","","Laurens","SC","29360","P2018","","20180129","1000.00","0.00","","011","C00460550","Jeff Duncan For Congress","H0SC03077","Duncan","Jeff","","Rep.","","H","SC","03","","","","","","","","",""
"SB23","C00053553","77143276","","","CCM","Kustoff For Congress","","","","","","1661 Aaron Brenner Dr","Ste 300","Memphis","TN","38120","P2018","","20180129","1000.00","0.00","","011","C00614826","Kustoff For Congress","H2TN07103","Kustoff","David","","Rep.","","H","TN","08","","","","","","","","",""
"SB23","C00053553","77143277","","","CCM","Culberson For Congress","","","","","","P.O. Box 41964","","Houston","TX","77241","P2018","","20180129","1450.00","0.00","","011","C00343236","Culberson For Congress","H0TX07055","Culberson","John","Abney","Rep.","","H","TX","07","","","","","","","","",""
"SB23","C00053553","77143278","","","CCM","Brady For Congress","","","","","","PO Box 8277","","The Woodlands","TX","77387","P2018","","20180129","2000.00","0.00","","011","C00311043","Brady For Congress","H6TX08100","Brady","Kevin","Patrick","Rep.","","H","TX","08","","","","","","","","",""
"SB23","C00053553","77143279","","","CCM","Conaway For Congress","","","","","","PO Box 51272","","Midland","TX","79710","P2018","","20180129","1000.00","0.00","","011","C00383828","Conaway For Congress","H4TX19136","Conaway","Michael","","","","H","TX","11","","","","","","","","",""
"SB23","C00053553","77143280","","","CCM","Roger Williams For U S Congress Committee","","","","","","P.O. Box 91061","","Austin","TX","78709","P2018","","20180129","1500.00","0.00","","011","C00498121","Roger Williams For U S Congress Committee","H2TX33040","Williams","Roger","","","","H","TX","25","","","","","","","","",""
"SB23","C00053553","77143281","","","CCM","Michael Burgess For Congress","","","","","","PO Box 2334","","Denton","TX","76202","P2018","","20180129","2000.00","0.00","","011","C00372532","Michael Burgess For Congress","H2TX26093","Burgess","Michael","C.","Rep.","M.D.","H","TX","26","","","","","","","","",""
"SB23","C00053553","77143282","","","CCM","Scott Taylor For Congress","","","","","","PO Box 71596","","Richmond","VA","23255","P2018","","20180129","1000.00","0.00","","011","C00608703","Scott Taylor For Congress","H0VA02118","Taylor","Scott","","","","H","VA","02","","","","","","","","",""
"SB23","C00053553","77143283","","","CCM","Morgan Griffith For Congress","","","","","","PO Box 361","","Christiansburg","VA","24068","P2018","","20180129","1000.00","0.00","","011","C00477240","Morgan Griffith For Congress","H0VA09055","Griffith","Morgan","H.","Rep.","","H","VA","09","","","","","","","","",""
"SB23","C00053553","77143284","","","CCM","Duffy For Wisconsin","","","","","","PO Box 538","","Wausau","WI","54402","P2018","","20180129","1000.00","0.00","","011","C00464339","Duffy For Wisconsin","H0WI07051","Duffy","Sean","P.","Rep.","","H","WI","07","","","","","","","","",""
"SB23","C00053553","77143285","","","CCM","Walorski For Congress Inc","","","","","","PO Box 954","","Mishawaka","IN","46546","G2018","","20180129","1000.00","0.00","","011","C00468579","Walorski For Congress Inc","H0IN02190","Walorski","Jackie","","Rep.","","H","IN","02","","","","","","","","",""
"SB29","C00053553","77150009","","","COM","Friends of Donna Campbell","","","","","","P.O. Box 171002","","San Antonio","TX","78217","","","20180130","750.00","0.00","Donna Campbell, STATE SENATE 25th TX","011","","","","Campbell","Donna","","","","","","","","","","","","","","Donna Campbell, STATE SENATE 25th TX",""
"SB29","C00053553","77150010","","","COM","Friends of Dan Huberty","","","","","","1 E. Greenway Plaza,  Suite 225","","Houston","TX","77046","","","20180130","500.00","0.00","Dan Huberty, STATE HOUSE 127th TX","011","","","","Huberty","Dan","","","","","","","","","","","","","","Dan Huberty, STATE HOUSE 127th TX",""
"SB29","C00053553","77150011","","","COM","Valoree Swanson Campaign","","","","","","6046 FM 2920 #619","","Spring","TX","77379","","","20180130","500.00","0.00","Valoree Swanson, STATE HOUSE 150th TX","011","","","","Swanson","Valoree","","TX Rep.","","","","","","","","","","","","Valoree Swanson, STATE HOUSE 150th TX",""
"SB29","C00053553","77150014","","","COM","Lyle Larson for State Representative","","","","","","P.O. Box 171148","","San Antonio","TX","78217","","","20180130","500.00","0.00","Lyle Larson, STATE HOUSE 122nd TX","011","","","","Larson","Lyle","","","","","","","","","","","","","","Lyle Larson, STATE HOUSE 122nd TX",""
"SB29","C00053553","77150016","","","COM","Texans for Rodney Anderson","","","","","","548 Edgeview Drive","","Grand Prairie","TX","75052","","","20180130","500.00","0.00","Rodney Anderson, STATE HOUSE 105th TX","011","","","","Anderson","Rodney","","","","","","","","","","","","","","Rodney Anderson, STATE HOUSE 105th TX",""
"SB29","C00053553","77150018","","","COM","Linda Koop for Texas","","","","","","P.O. Box 794042","","Dallas","TX","75379","","","20180130","500.00","0.00","Linda Koop, STATE HOUSE 102nd TX","011","","","","Koop","Linda","","","","","","","","","","","","","","Linda Koop, STATE HOUSE 102nd TX",""
"SB29","C00053553","77150019","","","COM","Friends of Ken King","","","","","","P.O. Box 517","","Canadian","TX","79014","","","20180130","500.00","0.00","Ken King, STATE HOUSE 88th TX","011","","","","King","Ken","","","","","","","","","","","","","","Ken King, STATE HOUSE 88th TX",""
